Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,"vecCopy(double*, double*, double*, int, int) ",2,0,0,36022,36022,1048576,256,0,0,8,0,16,64,0x0,0x7f4da20fa900,65536,185310,20766528,3252339644175047,3252341967495973,3252341967516133,3252339653595137
