Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,"vecCopy(double*, double*, double*, int, int) ",2,0,0,36389,36389,1048576,256,0,0,8,0,16,64,0x0,0x7fe14173e900,0,0,0,3252340580305674,3252341967495973,3252341967516133,3252340589739439
