Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,"vecCopy(double*, double*, double*, int, int) ",2,0,0,36204,36204,1048576,256,0,0,8,0,16,64,0x0,0x7f0903006900,32768,287102,32158928,3252340119209290,3252341967495973,3252341967516133,3252340128779581
