Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,DispatchNs,BeginNs,EndNs,CompleteNs
0,"vecCopy(double*, double*, double*, int, int) ",2,0,0,36935,36935,1048576,256,0,0,8,0,16,64,0x0,0x7f2f761b8900,3252341967469662,3252341967495973,3252341967516133,3252341967526668
