device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1402.3472,1400.9558,1403.7385,5001.0317,5000.0952,5001.9683,9224.3936,9223.8828,9224.9043,20892.098,20887.938,20896.258,21050.84,21049.676,21052.004,20430.436,20429.732,20431.139,170575.36,170570.69,170580.03,164905.42,164901.67,164909.17,41454.715,41454.082,41455.348,41426.438,41425.852,41427.023,166726.73,166723.58,166729.89
