workload_name,command,host_name,host_cpu,host_distro,host_kernel,host_rocmver,date,gpu_soc,numSE,numCU,numSIMD,waveSize,maxWavesPerCU,maxWorkgroupSize,L1,L2,sclk,mclk,cur_sclk,cur_mclk,L2Banks,LDSBanks,name,numSQC,hbmBW,ip_blocks
rocblas_compute_bound_512,"./build/gemm 512 512 512",9b6d0abd8756,AMD EPYC 7763 64-Core Processor,Ubuntu 20.04.6 LTS,5.14.21-150400.24.69-default,5.6.0-67,Thu Nov  2 18:23:49 2023 (EDT),gfx90a,8,104,4,64,32,1024,16,8192,1700,1600,800,1600,32,32,mi200,56,1638.4,roofline|SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF
