workload_name,command,host_name,host_cpu,host_distro,host_kernel,host_rocmver,date,gpu_soc,numSE,numCU,numSIMD,waveSize,maxWavesPerCU,maxWorkgroupSize,L1,L2,sclk,mclk,cur_sclk,cur_mclk,L2Banks,LDSBanks,name,numSQC,hbmBW,ip_blocks
copy1e9,"./build/copy 1000000000",46eb3f95a719,AMD EPYC 7763 64-Core Processor,Ubuntu 20.04.6 LTS,5.14.21-150400.24.69-default,5.6.0-67,Wed Oct 25 15:21:18 2023 (EDT),gfx90a,8,104,4,64,32,1024,16,8192,1700,1600,800,1600,32,32,mi200,56,1638.4,roofline|SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF
