device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1387.9468,1387.4474,1388.4462,5030.5449,5029.7056,5031.3843,9226.1963,9225.6582,9226.7344,17015.039,17011.27,17018.809,21038.588,21038.172,21039.004,20426.654,20426.021,20427.287,170449.23,170446.31,170452.16,164874.03,164870.42,164877.64,41430.262,41429.457,41431.066,41405.801,41404.848,41406.754,166655.14,166651.91,166658.38
