device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1387.7969,1387.2501,1388.3436,5040.6479,5039.9302,5041.3657,9236.1416,9235.7471,9236.5361,20927.566,20923.045,20932.088,21063.01,21062.666,21063.354,20443.158,20442.588,20443.729,170633.73,170630.05,170637.42,164996.19,164993.12,164999.25,41470.488,41468.902,41472.074,41447.055,41443.434,41450.676,166723.31,166702.22,166744.41
