workload_name,command,host_name,host_cpu,host_distro,host_kernel,host_rocmver,date,gpu_soc,numSE,numCU,numSIMD,waveSize,maxWavesPerCU,maxWorkgroupSize,L1,L2,sclk,mclk,cur_sclk,cur_mclk,L2Banks,LDSBanks,name,numSQC,hbmBW,ip_blocks
gemm,"./omniperf_launch.sh",c557cee28021,AMD EPYC 7763 64-Core Processor,Ubuntu 20.04.6 LTS,5.15.0-58-generic,5.6.0-67,Fri Nov 24 14:02:41 2023 (EST),gfx90a,8,104,4,64,32,1024,16,8192,1700,1600,800,1600,32,32,mi200,56,1638.4,roofline|SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF
