Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
239,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,329,256528,256528,1048576,128,61440,0,8,144,48,64,0x0,0x7efc0b1f8680,65536,129717208,14528374888,5233272090209854,5233301592580366,5233301627976023,5233272232007814
240,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,330,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1666500,186647080,5233272090297017,5233301627976023,5233301628152021,5233272232215051
241,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,331,256528,256528,1048576,128,61440,0,8,144,48,64,0x0,0x7efc0b1f8680,65536,129700658,14526553864,5233272090424295,5233301628152021,5233301663548798,5233272267648008
242,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,333,256528,256528,1048576,128,61440,0,8,144,48,64,0x0,0x7efc0b1f8680,65536,129652408,14521176672,5233272267760899,5233301663654891,5233301699048150,5233272303348695
243,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,334,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1618982,181485584,5233272267899869,5233301699048150,5233301699227508,5233272303502653
244,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,336,256528,256528,1048576,128,61440,0,8,144,48,64,0x0,0x7efc0b1f8680,65536,129709148,14527647792,5233272268060560,5233301699240788,5233301734619487,5233272338948805
245,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,338,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1519226,170281624,5233272268179813,5233301734630527,5233301734808287,5233272339166632
246,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,340,256528,256528,1048576,128,61440,0,8,144,48,64,0x0,0x7efc0b1f8680,65536,129692956,14525905408,5233272268361292,5233301734820003,5233301770209577,5233272374609136
247,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,342,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129157274,14465794656,5233272381757487,5233301776352611,5233301811594984,5233272417177270
248,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,345,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,960000,107677120,5233272417193871,5233301811685544,5233301811868424,5233272417546921
249,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,346,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129166558,14466908104,5233272417432287,5233301811868815,5233301847097274,5233272452882916
250,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,347,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1344490,150656496,5233272417528396,5233301847097274,5233301847275032,5233272453024601
251,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,348,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129189262,14469194560,5233272417669470,5233301847275032,5233301882502691,5233272488301746
252,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,349,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1552256,173843080,5233272417767614,5233301882502691,5233301882683651,5233272488509705
253,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,350,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129159050,14465879768,5233272417898339,5233301882683275,5233301917910929,5233272523785287
254,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,351,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1575714,176625440,5233272417989208,5233301917910929,5233301918085487,5233272523986484
255,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,352,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129181690,14468463048,5233272418125483,5233301918085487,5233301953309621,5233272559264200
256,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,353,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1460802,163555496,5233272418226833,5233301953309621,5233301953488021,5233272559472289
257,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,354,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129197598,14470235904,5233272418359852,5233301953488154,5233301988716930,5233272594759934
258,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,356,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129149216,14464753448,5233272594863468,5233301988821728,5233302024045544,5233272630314939
259,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,357,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1645990,184399888,5233272595001887,5233302024045544,5233302024222183,5233272630457255
260,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,359,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129172044,14467367536,5233272595161706,5233302024235418,5233302059464993,5233272665746192
261,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,361,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1535766,172146712,5233272595277231,5233302059476031,5233302059653151,5233272665958549
262,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,363,256528,256528,1048576,128,36864,0,8,144,48,64,0x0,0x7efc0b1e4680,65536,129169932,14466984024,5233272595434356,5233302059665311,5233302094898246,5233272701243489
263,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,365,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,396278,44568032,5233272701434186,5233302095084646,5233302095130566,5233272701609544
264,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,366,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82278546,9215071816,5233272701618851,5233302095155526,5233302117745109,5233272724473650
