Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,Cijk_Ailk_Bljk_SB_MT128x64x16_MI32x32x2x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA0_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_NTA0_NTB0_NTC0_NTD0_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_RK0_SIA3_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW2_SNLL0_TT2_32_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM5.kd,2,0,0,256842,256842,524288,256,12800,0,64,32,80,64,0x0,0x7f35ed931640,6422528,36658834,4105730636,5233275774249971,5233299333503305,5233299336915299,5233275787306553
1,"simt_gemm_hidet_kernelv2(float const*, float const*, float*, int, int, int) ",2,0,1,256842,256842,180224,256,10240,0,80,128,48,64,0x0,0x7f35ee4c1840,14417920,108819692,12187349944,5233275784868693,5233299336915299,5233299344173845,5233275794600536
2,"void kernel_gemm_xdl_cshuffle_v1<GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1, true>(GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1<RowMajor, RowMajor, RowMajor, float, float, float, float, float, PassThrough, PassThrough, PassThrough, (GemmSpecialization)0, (InMemoryDataOperationEnum)0, 1, 256, 128, 128, 16, 4, 1, 32, 32, 2, 2, Sequence, Sequence, Sequence, 2, 4, 4, false, 1, Sequence, Sequence, Sequence, 1, 4, 1, false, 0, 1, 1, Sequence, 4, (LoopScheduler)0, (PipelineVersion)0, float, Argument) ",2,0,2,256842,256842,262144,256,16896,0,104,0,32,64,0x0,0x7f35ee475040,4259840,34826910,3900483700,5233275786722942,5233299344173845,5233299347665358,5233275798116573
3,_ZN2ck19kernel_gemm_dl_v1r3INS_28GridwiseGemmDl_km_kn_mn_v1r3ILi256EfffLNS_25InMemoryDataOperationEnumE0ENS_16TensorDescriptorINS_5TupleIJNS_5EmbedINS4_IJiiEEENS4_IJiNS_17integral_constantIiLi1EEEEEELb0EEENS_7UnMergeIS9_Lb0EEENS_11PassThroughIiEEEEENS4_IJNS_8SequenceIJLi0EEEENSG_IJLi2EEEENSG_IJLi1EEEEEEENS4_IJNSG_IJLi1ELi2EEEENSG_IJLi3ELi4EEEENSG_IJLi5EEEEEEENSG_IJLi3ELi5ELi4EEEElEENS3_ISF_NS4_IJSH_SJ_SI_EEESO_SP_lEENS3_INS4_IJSA_SE_SE_EEESR_NS4_IJSL_NSG_IJLi3EEEENSG_IJLi4EEEEEEESM_lEELi128ELi128ELi16ELi1ELi4ELi4ELi1ENSG_IJLi8ELi2EEEESY_NSG_IJLi8ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi128ELi1EEEENSG_IJLi1ELi2ELi0ELi3EEEES11_NSG_IJLi4ELi1ELi1ELi1EEEES11_NSG_IJLi1ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi4ELi1EEEENSG_IJLi8ELi1ELi32ELi1EEEENSG_IJLi0ELi3ELi1ELi2EEEES16_NSG_IJLi1ELi1ELi4ELi1EEEES16_S17_NSG_IJLi0ELi1ELi2ELi3ELi4ELi5EEEELi5ELi4EEEffNS3_INS4_IJSA_SC_SE_SE_NSB_INS4_IJiNS7_IiLi128EEEEEELb0EEENSD_IS8_EEEEENS4_IJSH_SI_SJ_SU_SN_SV_EEENS4_IJSL_SM_SN_NSG_IJLi6EEEENSG_IJLi7ELi8EEEENSG_IJLi9EEEEEEENSG_IJLi6ELi7ELi8ELi9EEEElEENS3_IS1E_NS4_IJSH_SJ_SI_SU_SN_SV_EEES1J_S1K_lEENS3_INS4_IJSA_SE_SE_NSB_INS4_IJiNS7_IiLi2EEENS7_IiLi64EEEEEELb0EEES1R_EEENS4_IJSH_SJ_SI_SU_SV_EEENS4_IJSL_SU_SV_NSG_IJLi5ELi6ELi7EEEENSG_IJLi8ELi9ELi10EEEEEEENSG_IJLi5ELi6ELi7ELi8ELi9ELi10EEEElEENS_31BlockToCTileMap_M00_N00_M01_N01ILi128ELi128ESX_Lb0EEELb1ELb1EEEvPKT0_S23_PT1_T2_T3_T4_T5_.kd,2,0,3,256842,256842,262144,256,32768,0,120,0,48,64,0x0,0x7f35edd163c0,4259840,53419238,5982843252,5233275787654534,5233299347665358,5233299354991425,5233275805475528
4,"mfma_f32_16x16x4f32_gemm_kernel(float const*, float const*, float*, int, int, int) ",2,0,4,256842,256842,524288,256,6144,0,60,4,32,64,0x0,0x7f35ee4b8d40,25427968,156748987,17555357016,5233275788453128,5233299354991425,5233299360573175,5233275811035508
5,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,5,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814930252,91271407576,5233275800016156,5233299360573175,5233299383293135,5233275833833100
6,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,8,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16763707,1877617200,5233275837000535,5233299386347689,5233299386527689,5233275837280709
7,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,9,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,813614628,91125088620,5233275837169892,5233299386527772,5233299409251897,5233275860118507
8,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,10,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16451932,1842712500,5233275837263897,5233299409251897,5233299409432055,5233275860261454
9,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,11,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814573135,91232115252,5233275837402046,5233299409432055,5233299432128180,5233275882968057
10,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,12,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16744579,1875447816,5233275837501822,5233299432128180,5233299432304500,5233275883171026
11,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,13,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814716088,91246972060,5233275837639770,5233299432304500,5233299455006385,5233275905891494
12,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,14,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16628779,1862408564,5233275837730220,5233299455006385,5233299455183505,5233275906097229
13,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,15,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814484665,91220119012,5233275837860203,5233299455183506,5233299477888431,5233275928823798
14,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,16,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16733727,1874145408,5233275837947386,5233299477888431,5233299478065549,5233275929025556
15,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,17,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814722824,91247675764,5233275838072159,5233299478065549,5233299500772714,5233275951770179
16,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,19,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814525976,91225941260,5233275951900593,5233299500881194,5233299523596999,5233275974812419
17,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,20,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16945040,1897983916,5233275952031167,5233299523596999,5233299523771719,5233275974949155
18,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,22,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,815410769,91324789008,5233275952203179,5233299523785124,5233299546488936,5233275997697435
19,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,24,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16713720,1872040264,5233275952315930,5233299546499974,5233299546679814,5233275997903891
20,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,26,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814376227,91209639808,5233275952472152,5233299546691974,5233299569394825,5233276020644828
21,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,28,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16580116,1857016548,5233275952584973,5233299569405705,5233299569586345,5233276020858517
22,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,30,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814997858,91278789400,5233275952740855,5233299569598345,5233299592312876,5233276043599925
23,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,32,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16444575,1841797808,5233275952871359,5233299592323756,5233299592497676,5233276043815047
24,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,34,256842,256842,1048576,256,61440,0,128,16,48,64,0x0,0x7f35ee458680,42205184,814393729,91210798140,5233275953033172,5233299592509401,5233299615215928,5233276066561093
25,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,36,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,811772312,90917312104,5233276074707421,5233299623270154,5233299646094760,5233276097705738
26,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,39,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16868750,1889385636,5233276097721297,5233299646190920,5233299646366760,5233276098081210
27,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,40,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,812104697,90955191548,5233276097964522,5233299646366760,5233299669201926,5233276120997826
28,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,41,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16510373,1849130736,5233276098056334,5233299669201926,5233299669378406,5233276121141364
29,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,42,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,812549334,91005160268,5233276098211194,5233299669378548,5233299692213240,5233276144003267
30,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,43,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16800787,1881784640,5233276098309518,5233299692213240,5233299692390038,5233276144205285
31,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,44,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,813305260,91088791672,5233276098438980,5233299692390038,5233299715232570,5233276167074661
32,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,45,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16446448,1842108124,5233276098526273,5233299715232570,5233299715407609,5233276167282861
33,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,46,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,812103254,90954449492,5233276098657278,5233299715407609,5233299738231581,5233276190132610
34,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,47,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,17272281,1934445148,5233276098742728,5233299738231581,5233299738406780,5233276190342333
35,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,48,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,813348763,91094338516,5233276098867301,5233299738406752,5233299761234723,5233276213200730
36,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,50,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,811363770,90872138372,5233276213313090,5233299761336481,5233299784171172,5233276236375868
37,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,51,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16583159,1857409536,5233276213479821,5233299784171172,5233299784347331,5233276236517733
38,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,53,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,812370512,90984540760,5233276213636915,5233299784360611,5233299807175142,5233276259383513
39,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,55,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16453553,1842868320,5233276213750458,5233299807186022,5233299807363621,5233276259596562
40,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,57,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,813092167,91065491172,5233276213905097,5233299807376112,5233299830208568,5233276282471268
41,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,59,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16653786,1865302036,5233276214018709,5233299830219606,5233299830396726,5233276282681802
42,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,61,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,812203740,90966781976,5233276214184269,5233299830408886,5233299853232062,5233276305545789
43,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,63,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16873776,1889888276,5233276214306107,5233299853242782,5233299853418942,5233276305756954
44,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,65,256842,256842,1048576,256,40960,0,112,16,32,64,0x0,0x7f35ee4d4680,42205184,812812452,91034853456,5233276214460787,5233299853430942,5233299876258757,5233276328628585
45,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,67,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4328398,484851276,5233276328831655,5233299876462917,5233299876511557,5233276329008876
