device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1400.8296,1399.5197,1402.1395,5001.4067,5000.5635,5002.25,9250.2041,9248.668,9251.7402,20907.721,20902.971,20912.471,21099.408,21098.85,21099.967,20460.686,20455.996,20465.375,170894.09,170877.02,170911.17,164952.25,164927.59,164976.91,41453.504,41452.621,41454.387,41418.012,41417.367,41418.656,166694.44,166691.5,166697.38
