device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1388.2418,1387.6783,1388.8053,5041.2344,5040.2178,5042.251,9260.3359,9259.7012,9260.9707,20325.396,20324.215,20326.578,21114.387,21113.889,21114.885,20510.596,20509.785,20511.406,170997.45,170994.47,171000.44,165394.16,165369.88,165418.44,41515.664,41510.992,41520.336,41468.242,41462.395,41474.09,166848.06,166838.61,166857.52
